"ObjectId","Landkreis","Bundesland","Infektionen","Todesfälle","Letalitätsrate","Aktualisiert"
"346","Mecklenburgische Seenplatte","Mecklenburg-Vorpommern","219","3","1.36986301369863","2020-10-11"
"347","Rostock","Mecklenburg-Vorpommern","109","3","2.75229357798165","2020-10-11"
"348","Vorpommern-Rügen","Mecklenburg-Vorpommern","134","2","1.49253731343284","2020-10-11"
"349","Nordwestmecklenburg","Mecklenburg-Vorpommern","153","1","0.65359477124183","2020-10-11"
"350","Vorpommern-Greifswald","Mecklenburg-Vorpommern","228","7","3.07017543859649","2020-10-11"
"351","Ludwigslust-Parchim","Mecklenburg-Vorpommern","181","2","1.10497237569061","2020-10-11"
"352","Chemnitz","Sachsen","384","6","1.5625","2020-10-11"
"353","Erzgebirgskreis","Sachsen","1016","49","4.82283464566929","2020-10-11"
"354","Mittelsachsen","Sachsen","469","10","2.13219616204691","2020-10-11"
"355","Vogtlandkreis","Sachsen","742","30","4.04312668463612","2020-10-11"
"356","Zwickau","Sachsen","1089","53","4.86685032139578","2020-10-11"
"357","Dresden","Sachsen","1020","12","1.17647058823529","2020-10-11"
"358","Bautzen","Sachsen","703","24","3.41394025604552","2020-10-11"
"359","Görlitz","Sachsen","454","25","5.50660792951542","2020-10-11"
"360","Meißen","Sachsen","377","20","5.30503978779841","2020-10-11"
"361","Sächsische Schweiz-Osterzgebirge","Sachsen","533","2","0.375234521575985","2020-10-11"
"362","Leipzig","Sachsen","984","12","1.21951219512195","2020-10-11"
"363","Leipzig","Sachsen","281","4","1.42348754448399","2020-10-11"
"364","Nordsachsen","Sachsen","288","0","0.0","2020-10-11"
"365","Dessau-Roßlau","Sachsen-Anhalt","136","3","2.20588235294118","2020-10-11"
"366","Halle (Saale)","Sachsen-Anhalt","552","14","2.53623188405797","2020-10-11"
"367","Magdeburg","Sachsen-Anhalt","417","5","1.19904076738609","2020-10-11"
"368","Altmarkkreis Salzwedel","Sachsen-Anhalt","59","1","1.69491525423729","2020-10-11"
"369","Anhalt-Bitterfeld","Sachsen-Anhalt","116","2","1.72413793103448","2020-10-11"
"370","Börde","Sachsen-Anhalt","216","13","6.01851851851852","2020-10-11"
"371","Burgenlandkreis","Sachsen-Anhalt","236","3","1.27118644067797","2020-10-11"
"372","Harz","Sachsen-Anhalt","301","6","1.99335548172757","2020-10-11"
"373","Jerichower Land","Sachsen-Anhalt","74","2","2.7027027027027","2020-10-11"
"374","Mansfeld-Südharz","Sachsen-Anhalt","89","2","2.24719101123596","2020-10-11"
"375","Saalekreis","Sachsen-Anhalt","204","7","3.43137254901961","2020-10-11"
"376","Salzlandkreis","Sachsen-Anhalt","129","1","0.775193798449612","2020-10-11"
"377","Stendal","Sachsen-Anhalt","129","6","4.65116279069767","2020-10-11"
"378","Wittenberg","Sachsen-Anhalt","245","3","1.22448979591837","2020-10-11"
"379","Erfurt","Thüringen","253","2","0.790513833992095","2020-10-11"
"380","Gera","Thüringen","313","22","7.02875399361022","2020-10-11"
"381","Jena","Thüringen","240","3","1.25","2020-10-11"
"382","Suhl","Thüringen","37","2","5.40540540540541","2020-10-11"
"383","Weimar","Thüringen","144","0","0.0","2020-10-11"
"384","Eisenach","Thüringen","44","4","9.09090909090909","2020-10-11"
"385","Eichsfeld","Thüringen","215","11","5.11627906976744","2020-10-11"
"386","Nordhausen","Thüringen","77","2","2.5974025974026","2020-10-11"
"387","Wartburgkreis","Thüringen","148","2","1.35135135135135","2020-10-11"
"388","Unstrut-Hainich-Kreis","Thüringen","119","3","2.52100840336134","2020-10-11"
"389","Kyffhäuserkreis","Thüringen","70","0","0.0","2020-10-11"
"390","Schmalkalden-Meiningen","Thüringen","215","6","2.7906976744186","2020-10-11"
"391","Gotha","Thüringen","390","30","7.69230769230769","2020-10-11"
"392","Sömmerda","Thüringen","78","1","1.28205128205128","2020-10-11"
"393","Hildburghausen","Thüringen","96","1","1.04166666666667","2020-10-11"
"394","Ilm-Kreis","Thüringen","225","7","3.11111111111111","2020-10-11"
"395","Weimarer Land","Thüringen","158","6","3.79746835443038","2020-10-11"
"396","Sonneberg","Thüringen","324","22","6.79012345679012","2020-10-11"
"397","Saalfeld-Rudolstadt","Thüringen","114","0","0.0","2020-10-11"
"398","Saale-Holzland-Kreis","Thüringen","124","3","2.41935483870968","2020-10-11"
"399","Saale-Orla-Kreis","Thüringen","215","12","5.58139534883721","2020-10-11"
"400","Greiz","Thüringen","711","48","6.75105485232067","2020-10-11"
"401","Altenburger Land","Thüringen","125","4","3.2","2020-10-11"
"404","Berlin Reinickendorf","Berlin","1267","22","1.73638516179953","2020-10-11"
"405","Berlin Charlottenburg-Wilmersdorf","Berlin","1717","23","1.33954571927781","2020-10-11"
"406","Berlin Treptow-Köpenick","Berlin","706","11","1.55807365439093","2020-10-11"
"407","Berlin Pankow","Berlin","1447","37","2.55701451278507","2020-10-11"
"408","Berlin Neukölln","Berlin","2434","43","1.76663927691044","2020-10-11"
"409","Berlin Lichtenberg","Berlin","909","13","1.43014301430143","2020-10-11"
"410","Berlin Marzahn-Hellersdorf","Berlin","797","7","0.878293601003764","2020-10-11"
"411","Berlin Spandau","Berlin","967","9","0.93071354705274","2020-10-11"
"412","Berlin Steglitz-Zehlendorf","Berlin","1136","13","1.1443661971831","2020-10-11"
"413","Berlin Mitte","Berlin","2868","21","0.732217573221757","2020-10-11"
"414","Berlin Friedrichshain-Kreuzberg","Berlin","1781","9","0.505334081976418","2020-10-11"
"415","Berlin Tempelhof-Schöneberg","Berlin","1799","26","1.44524735964425","2020-10-11"
