"ObjectId","Landkreis","Bundesland","Infektionen","Infektionsrate","Neuinfektionen pro 100k EW","Todesfälle","Letalitätsrate","Aktualisiert"
"334","Märkisch-Oderland","Brandenburg","293","0.150776007574822","150.776007574822","4","1.36518771331058","2020-10-04"
"335","Oberhavel","Brandenburg","404","0.191243508845012","191.243508845012","9","2.22772277227723","2020-10-04"
"336","Oberspreewald-Lausitz","Brandenburg","79","0.0715087439805931","71.5087439805931","2","2.53164556962025","2020-10-04"
"337","Oder-Spree","Brandenburg","207","0.115863829215596","115.863829215596","3","1.44927536231884","2020-10-04"
"338","Ostprignitz-Ruppin","Brandenburg","113","0.114051555340237","114.051555340237","0","0.0","2020-10-04"
"339","Potsdam-Mittelmark","Brandenburg","675","0.314444899936645","314.444899936645","38","5.62962962962963","2020-10-04"
"340","Prignitz","Brandenburg","49","0.0640455900036598","64.0455900036598","0","0.0","2020-10-04"
"341","Spree-Neiße","Brandenburg","76","0.0664167300247315","66.4167300247315","0","0.0","2020-10-04"
"342","Teltow-Fläming","Brandenburg","284","0.168750297095593","168.750297095593","13","4.57746478873239","2020-10-04"
"343","Uckermark","Brandenburg","53","0.0443321734475375","44.3321734475375","2","3.77358490566038","2020-10-04"
"344","Rostock","Mecklenburg-Vorpommern","191","0.0914374347730341","91.4374347730341","2","1.04712041884817","2020-10-04"
"345","Schwerin","Mecklenburg-Vorpommern","133","0.138804817466447","138.804817466447","0","0.0","2020-10-04"
"346","Mecklenburgische Seenplatte","Mecklenburg-Vorpommern","164","0.0632886967931154","63.2886967931154","3","1.82926829268293","2020-10-04"
"347","Rostock","Mecklenburg-Vorpommern","100","0.0464871951021091","46.4871951021091","3","3.0","2020-10-04"
"348","Vorpommern-Rügen","Mecklenburg-Vorpommern","127","0.0565238290220932","56.5238290220933","2","1.5748031496063","2020-10-04"
"349","Nordwestmecklenburg","Mecklenburg-Vorpommern","143","0.0912402937554632","91.2402937554633","1","0.699300699300699","2020-10-04"
"350","Vorpommern-Greifswald","Mecklenburg-Vorpommern","193","0.0815388450212719","81.5388450212719","7","3.62694300518135","2020-10-04"
"351","Ludwigslust-Parchim","Mecklenburg-Vorpommern","169","0.079485274059581","79.485274059581","2","1.18343195266272","2020-10-04"
"352","Chemnitz","Sachsen","340","0.137519869598806","137.519869598806","6","1.76470588235294","2020-10-04"
"353","Erzgebirgskreis","Sachsen","822","0.243414195015635","243.414195015635","47","5.71776155717762","2020-10-04"
"354","Mittelsachsen","Sachsen","435","0.142070970165096","142.070970165096","9","2.06896551724138","2020-10-04"
"355","Vogtlandkreis","Sachsen","719","0.315633285922492","315.633285922492","26","3.61613351877608","2020-10-04"
"356","Zwickau","Sachsen","1002","0.31555974062375","315.55974062375","53","5.28942115768463","2020-10-04"
"357","Dresden","Sachsen","877","0.158118016980108","158.118016980108","12","1.36830102622577","2020-10-04"
"358","Bautzen","Sachsen","638","0.212044668971018","212.044668971018","23","3.60501567398119","2020-10-04"
"359","Görlitz","Sachsen","407","0.15967421751787","159.67421751787","25","6.14250614250614","2020-10-04"
"360","Meißen","Sachsen","290","0.119753060929532","119.753060929532","20","6.89655172413793","2020-10-04"
"361","Sächsische Schweiz-Osterzgebirge","Sachsen","466","0.189730915960604","189.730915960604","2","0.429184549356223","2020-10-04"
"362","Leipzig","Sachsen","932","0.158541958333404","158.541958333404","12","1.28755364806867","2020-10-04"
"363","Leipzig","Sachsen","254","0.0985401318265228","98.5401318265228","4","1.5748031496063","2020-10-04"
"364","Nordsachsen","Sachsen","277","0.140130417406525","140.130417406525","0","0.0","2020-10-04"
"365","Dessau-Roßlau","Sachsen-Anhalt","119","0.146484976057708","146.484976057708","3","2.52100840336134","2020-10-04"
"366","Halle (Saale)","Sachsen-Anhalt","508","0.212323986341047","212.323986341047","14","2.75590551181102","2020-10-04"
"367","Magdeburg","Sachsen-Anhalt","405","0.169671173077165","169.671173077165","5","1.23456790123457","2020-10-04"
"368","Altmarkkreis Salzwedel","Sachsen-Anhalt","57","0.0680475138781114","68.0475138781114","1","1.75438596491228","2020-10-04"
"369","Anhalt-Bitterfeld","Sachsen-Anhalt","111","0.0694383625057865","69.4383625057865","2","1.8018018018018","2020-10-04"
"370","Börde","Sachsen-Anhalt","208","0.121117542245566","121.117542245566","13","6.25","2020-10-04"
"371","Burgenlandkreis","Sachsen-Anhalt","211","0.117098618125312","117.098618125312","3","1.4218009478673","2020-10-04"
"372","Harz","Sachsen-Anhalt","286","0.133366908219319","133.366908219319","6","2.0979020979021","2020-10-04"
"373","Jerichower Land","Sachsen-Anhalt","67","0.0745040476825905","74.5040476825905","2","2.98507462686567","2020-10-04"
"374","Mansfeld-Südharz","Sachsen-Anhalt","88","0.0645876300009541","64.5876300009541","2","2.27272727272727","2020-10-04"
"375","Saalekreis","Sachsen-Anhalt","191","0.103477045432382","103.477045432382","7","3.66492146596859","2020-10-04"
"376","Salzlandkreis","Sachsen-Anhalt","123","0.0645465994962217","64.5465994962217","1","0.813008130081301","2020-10-04"
"377","Stendal","Sachsen-Anhalt","124","0.110732081941741","110.732081941741","6","4.83870967741936","2020-10-04"
"378","Wittenberg","Sachsen-Anhalt","238","0.189129052765416","189.129052765416","3","1.26050420168067","2020-10-04"
"379","Erfurt","Thüringen","245","0.114647237469525","114.647237469525","2","0.816326530612245","2020-10-04"
"380","Gera","Thüringen","292","0.310136800067975","310.136800067975","22","7.53424657534247","2020-10-04"
"381","Jena","Thüringen","223","0.200166955397776","200.166955397776","3","1.34529147982063","2020-10-04"
"382","Suhl","Thüringen","33","0.0947323094588776","94.7323094588776","2","6.06060606060606","2020-10-04"
"383","Weimar","Thüringen","140","0.215086802888309","215.086802888308","0","0.0","2020-10-04"
"384","Eisenach","Thüringen","44","0.103847061600189","103.847061600189","4","9.09090909090909","2020-10-04"
"385","Eichsfeld","Thüringen","178","0.177326160589759","177.326160589759","11","6.17977528089888","2020-10-04"
"386","Nordhausen","Thüringen","76","0.0906683209658562","90.6683209658562","2","2.63157894736842","2020-10-04"
"387","Wartburgkreis","Thüringen","139","0.112985165616745","112.985165616745","2","1.43884892086331","2020-10-04"
"388","Unstrut-Hainich-Kreis","Thüringen","115","0.111745957711443","111.745957711443","3","2.60869565217391","2020-10-04"
"389","Kyffhäuserkreis","Thüringen","66","0.087989441267048","87.989441267048","0","0.0","2020-10-04"
"390","Schmalkalden-Meiningen","Thüringen","208","0.170008255208546","170.008255208546","6","2.88461538461538","2020-10-04"
"391","Gotha","Thüringen","365","0.269468151079349","269.468151079349","30","8.21917808219178","2020-10-04"
"392","Sömmerda","Thüringen","66","0.0947527097839351","94.7527097839351","1","1.51515151515152","2020-10-04"
"393","Hildburghausen","Thüringen","96","0.151055024939814","151.055024939814","1","1.04166666666667","2020-10-04"
"394","Ilm-Kreis","Thüringen","218","0.200474517665667","200.474517665667","7","3.21100917431193","2020-10-04"
"395","Weimarer Land","Thüringen","149","0.181824838005052","181.824838005052","6","4.02684563758389","2020-10-04"
"396","Sonneberg","Thüringen","323","0.574774005267279","574.774005267279","22","6.81114551083591","2020-10-04"
"397","Saalfeld-Rudolstadt","Thüringen","105","0.0987250366692993","98.7250366692993","0","0.0","2020-10-04"
"398","Saale-Holzland-Kreis","Thüringen","101","0.12161202152894","121.61202152894","3","2.97029702970297","2020-10-04"
"399","Saale-Orla-Kreis","Thüringen","203","0.25102636395113","251.02636395113","12","5.91133004926108","2020-10-04"
"400","Greiz","Thüringen","702","0.715166209924714","715.166209924714","48","6.83760683760684","2020-10-04"
"401","Altenburger Land","Thüringen","113","0.125391153820546","125.391153820546","4","3.53982300884956","2020-10-04"
"404","Berlin Reinickendorf","Berlin","1106","0.417004430200773","417.004430200773","21","1.89873417721519","2020-10-04"
"405","Berlin Charlottenburg-Wilmersdorf","Berlin","1522","0.444597642055081","444.597642055081","23","1.51116951379763","2020-10-04"
"406","Berlin Treptow-Köpenick","Berlin","635","0.234185127953591","234.185127953591","11","1.73228346456693","2020-10-04"
"407","Berlin Pankow","Berlin","1317","0.322980147879293","322.980147879293","37","2.80941533788914","2020-10-04"
"408","Berlin Neukölln","Berlin","1978","0.599955716109933","599.955716109933","43","2.17391304347826","2020-10-04"
"409","Berlin Lichtenberg","Berlin","844","0.289584562809657","289.584562809656","12","1.4218009478673","2020-10-04"
"410","Berlin Marzahn-Hellersdorf","Berlin","739","0.275183579844199","275.183579844199","7","0.94722598105548","2020-10-04"
"411","Berlin Spandau","Berlin","853","0.349623120212151","349.623120212151","9","1.05509964830012","2020-10-04"
"412","Berlin Steglitz-Zehlendorf","Berlin","990","0.320702825100341","320.702825100341","13","1.31313131313131","2020-10-04"
"413","Berlin Mitte","Berlin","2481","0.645804483408473","645.804483408473","20","0.806126561870214","2020-10-04"
"414","Berlin Friedrichshain-Kreuzberg","Berlin","1588","0.548035974351364","548.035974351364","9","0.566750629722922","2020-10-04"
"415","Berlin Tempelhof-Schöneberg","Berlin","1521","0.43253972767913","432.53972767913","26","1.70940170940171","2020-10-04"
